           AT2018lns         AGN  58986.816   -0.17 0.04  -0.015 0.024   0.021 0.015
           AT2018lns         AGN  58991.817   -0.13 0.04   0.074 0.019   0.021 0.021
           AT2018lns         AGN  58994.661   -0.09 0.02   0.046 0.015   0.069 0.018
           AT2018lns         AGN  58996.867   -0.08 0.04   0.037 0.015   0.008 0.024
           AT2018lns         AGN  59011.931   -0.15 0.03   0.051 0.020  -0.056 0.017
           AT2018lns         AGN  59019.648   -0.09 0.02   0.060 0.017   0.092 0.015
           AT2018lns         AGN  59027.891   -0.14 0.06  -0.059 0.015   0.156 0.031
           AT2018lns         AGN  59039.886   -0.06 0.10   0.150 0.050  -0.063 0.015
           AT2018lns         AGN  59043.544   -0.13 0.01  -0.021 0.016  -0.009 0.015
           AT2018lns         AGN  59045.897   -0.13 0.02   0.099 0.019  -0.019 0.015
           AT2018lns         AGN  59328.693   -0.18 0.02  -0.163 0.017  -0.021 0.015
           AT2018lns         AGN  59334.492   -0.23 0.05  -0.017 0.021  -0.070 0.021
           AT2018lns         AGN  59336.457   -0.28 0.05   0.104 0.019  -0.076 0.019
           AT2018lns         AGN  59338.884   -0.23 0.03  -0.053 0.020   0.037 0.017
           AT2018lns         AGN  59340.876   -0.23 0.03  -0.016 0.019  -0.076 0.018
           AT2018lns         AGN  59342.863   -0.25 0.04  -0.055 0.021  -0.063 0.017
           AT2018lns         AGN  59344.749   -0.25 0.04   0.012 0.023  -0.030 0.020
           AT2018lns         AGN  59361.691   -0.26 0.02   0.020 0.017  -0.072 0.015
           AT2018lns         AGN  59365.662   -0.14 0.02   0.086 0.018   0.023 0.016
           AT2018lns         AGN  59367.510   -0.24 0.04  -0.005 0.023  -0.037 0.016
           AT2018lns         AGN  59375.740   -0.24 0.04  -0.032 0.024   0.011 0.016
           AT2018lns         AGN  59378.902   -0.23 0.04  -0.005 0.027  -0.025 0.016
           AT2018lns         AGN  59381.879   -0.19 0.01  -0.076 0.015  -0.003 0.015
           AT2018lns         AGN  59390.860   -0.24 0.06   0.040 0.026  -0.036 0.025
           AT2018lns         AGN  59392.972   -0.22 0.05   0.048 0.017   0.092 0.022
           SN2022dcf   SN Ia-91T  59636.600   -0.08 0.03  -0.143 0.017  -0.136 0.019
           SN2022dcf   SN Ia-91T  59638.974   -0.15 0.04  -0.034 0.020  -0.058 0.019
                   -         AGN  58853.020    0.42 0.20  -0.025 0.093  -0.027 0.040
                   -         AGN  58861.971    0.29 0.16  -0.004 0.076  -0.171 0.029
                   -         AGN  58878.092    0.46 0.21   0.148 0.073  -0.202 0.056
                   -         AGN  58883.951    0.31 0.23  -0.015 0.098   0.126 0.059
                   -         AGN  59264.893    0.40 0.01   0.205 0.015  -0.011 0.015
                   -         AGN  59272.891    0.29 0.01   0.039 0.015   0.168 0.015
           SN2021nro       SN Ia  59366.538    0.05 0.02  -0.035 0.017   0.002 0.017
           SN2021nro       SN Ia  59368.701    0.03 0.01  -0.051 0.015  -0.018 0.015
           SN2021nro       SN Ia  59370.742    0.10 0.03   0.034 0.015  -0.002 0.020
           SN2021nro       SN Ia  59373.912    0.18 0.01   0.024 0.015  -0.020 0.015
           SN2021nro       SN Ia  59375.948    0.23 0.02   0.043 0.018   0.066 0.017
           SN2021nro       SN Ia  59377.927    0.19 0.01   0.078 0.015   0.078 0.016
           AT2018igb         AGN  58279.861   -0.37 0.03  -0.062 0.020   0.042 0.015
           AT2018igb         AGN  58283.918   -0.35 0.19   0.079 0.028  -0.204 0.084
           AT2018igb         AGN  58285.878   -0.38 0.04   0.077 0.024   0.489 0.015
           AT2018igb         AGN  58295.980   -0.14 0.04   0.039 0.025   0.258 0.015
           AT2018igb         AGN  58363.805   -0.36 0.05  -0.076 0.028  -0.056 0.019
           AT2018igb         AGN  58386.668   -0.35 0.01   0.035 0.017   0.131 0.015
           AT2018igb         AGN  58388.543   -0.33 0.02  -0.051 0.016   0.010 0.018
           AT2018igb         AGN  58430.524   -0.01 0.07   0.048 0.023  -0.169 0.035
           SN2020hdw       SN Ia  58954.906   -0.07 0.03  -0.046 0.017  -0.015 0.019
           SN2020hdw       SN Ia  58964.895    0.41 0.03   0.120 0.020   0.051 0.016
           SN2020hdw       SN Ia  58967.721    0.63 0.06   0.168 0.037   0.086 0.015
           SN2020hdw       SN Ia  58970.726    0.92 0.06   0.180 0.029   0.001 0.017
           AT2018ciu         AGN  59674.811    0.20 0.08  -0.002 0.025  -0.033 0.032
           AT2018ciu         AGN  59676.847    0.19 0.09   0.004 0.025  -0.000 0.037
           AT2018ciu         AGN  59678.796    0.22 0.07   0.014 0.020   0.034 0.032
           AT2018ciu         AGN  59682.527    0.27 0.07   0.066 0.020   0.059 0.035
           AT2018ciu         AGN  59687.088    0.24 0.15  -0.022 0.057  -0.007 0.039
           AT2018ciu         AGN  59688.960    0.35 0.13   0.057 0.061   0.084 0.035
           AT2018ebb         AGN  58314.815   -0.10 0.04   0.029 0.017  -0.136 0.022
           AT2018ebb         AGN  58430.614   -0.16 0.03  -0.044 0.021  -0.068 0.015
           AT2018ebb         AGN  58434.657   -0.02 0.13   0.036 0.016   0.095 0.061
           AT2018ebb         AGN  58733.704   -0.24 0.02  -0.065 0.017  -0.124 0.018
           AT2018ebb         AGN  58735.630   -0.18 0.01  -0.019 0.015  -0.033 0.016
           AT2018ebb         AGN  58737.581   -0.11 0.02   0.066 0.017   0.020 0.015
           AT2018ebb         AGN  58740.666   -0.18 0.03  -0.038 0.021   0.073 0.015
           AT2018ebb         AGN  58743.747   -0.11 0.09   0.232 0.048   0.249 0.015
           AT2018ebb         AGN  58747.579   -0.18 0.01  -0.003 0.016  -0.035 0.015
           AT2018ebb         AGN  58749.549   -0.21 0.03   0.067 0.019  -0.085 0.018
           AT2018ebb         AGN  58940.979   -0.13 0.01  -0.055 0.015  -0.149 0.015
           AT2018ebb         AGN  58943.973   -0.12 0.01   0.014 0.015  -0.010 0.015
           AT2018ebb         AGN  58953.927   -0.15 0.01  -0.021 0.015  -0.010 0.015
           AT2018ebb         AGN  58965.934   -0.14 0.01   0.006 0.015   0.002 0.015
           AT2018ebb         AGN  58985.920   -0.18 0.01  -0.106 0.015  -0.100 0.015
           AT2018ebb         AGN  58995.884   -0.20 0.01  -0.021 0.015   0.045 0.015
           AT2018ebb         AGN  58997.924   -0.18 0.01  -0.059 0.015  -0.065 0.015
           AT2018ebb         AGN  59011.812   -0.14 0.01   0.027 0.015  -0.047 0.015
           AT2018ebb         AGN  59013.804   -0.16 0.01   0.034 0.015   0.009 0.015
           AT2018ebb         AGN  59019.829   -0.20 0.01  -0.019 0.015  -0.094 0.015
           AT2018ebb         AGN  59023.848   -0.21 0.01   0.015 0.015   0.099 0.015
           AT2018ebb         AGN  59031.900   -0.20 0.01   0.037 0.015   0.078 0.015
           AT2018ebb         AGN  59033.715   -0.25 0.01  -0.067 0.015  -0.046 0.016
           AT2018ebb         AGN  59337.023   -0.27 0.01  -0.071 0.015  -0.081 0.015
           AT2018ebb         AGN  59339.078   -0.23 0.01  -0.054 0.016  -0.073 0.015
           AT2018gir          CV  59466.756   -0.37 0.01   0.192 0.015   0.157 0.015
                   -          CV  59225.725   -0.23 0.33   0.712 0.023   0.619 0.145
           SN2021pde       SN Ia  59377.719    0.15 0.01  -0.082 0.017  -0.024 0.015
           SN2020mnu       SN Ia  59019.821   -0.09 0.08  -0.010 0.044  -0.023 0.021
           SN2020mnu       SN Ia  59027.826    0.08 0.04   0.065 0.025   0.053 0.017
                   -         AGN  58983.926    0.28 0.01  -0.048 0.015  -0.035 0.015
                   -         AGN  59075.691    0.30 0.01  -0.061 0.015   0.069 0.015
                   -         AGN  59077.725    0.24 0.02   0.003 0.019  -0.064 0.015
                   -         AGN  59251.187    0.19 0.01   0.055 0.015  -0.002 0.016
                   -         AGN  59353.853    0.22 0.01   0.083 0.016   0.111 0.016
                   -         AGN  59363.701    0.15 0.01   0.428 0.015   0.195 0.016
                   -         AGN  59365.815    0.21 0.07  -0.364 0.041  -0.109 0.016
                   -         AGN  59367.698    0.09 0.03   0.095 0.016   0.079 0.019
                   -         AGN  59375.994    0.16 0.01   0.004 0.015  -0.019 0.015
                   -         AGN  59377.898    0.06 0.02  -0.038 0.017  -0.068 0.015
                   -         AGN  59382.498    0.09 0.03  -0.022 0.016   0.023 0.018
                   -         AGN  59435.721    0.17 0.01   0.066 0.015  -0.035 0.015
           AT2018lur         AGN  59349.060   -0.22 0.01  -0.019 0.016   0.036 0.015
           AT2018lur         AGN  59363.836   -0.11 0.01  -0.039 0.015   0.007 0.015
           AT2018lur         AGN  59368.868   -0.12 0.01  -0.111 0.015  -0.055 0.015
           AT2018lur         AGN  59392.708   -0.12 0.01   0.080 0.015  -0.215 0.015
           AT2018lur         AGN  59396.711    0.02 0.01  -0.068 0.015   0.039 0.015
           AT2018lur         AGN  59399.799   -0.06 0.01  -0.023 0.015  -0.112 0.015
           AT2018lur         AGN  59402.767    0.02 0.01  -0.051 0.015   0.090 0.015
           AT2018lur         AGN  59406.821   -0.04 0.01   0.113 0.015   0.109 0.015
           AT2018lur         AGN  59521.630   -0.02 0.01  -0.180 0.015  -0.076 0.015
           AT2018lnh         AGN  59622.898   -0.16 0.01  -0.022 0.015  -0.068 0.015
           AT2018lnh         AGN  59629.921   -0.11 0.01  -0.064 0.015  -0.073 0.015
           AT2018lnh         AGN  59636.907   -0.05 0.01  -0.114 0.015   0.001 0.015
           AT2018lnh         AGN  59638.981   -0.06 0.04   0.012 0.018   0.090 0.019
           AT2018lnh         AGN  59641.016   -0.08 0.07   0.073 0.021   0.139 0.032
           AT2018lnh         AGN  59674.835    0.03 0.04   0.042 0.021  -0.013 0.017
           AT2018lnh         AGN  59677.019    0.01 0.06  -0.109 0.025   0.006 0.023
           AT2018lnh         AGN  59678.756    0.01 0.05   0.080 0.021  -0.044 0.021
           AT2018lnh         AGN  59682.739   -0.14 0.08   0.262 0.015   0.150 0.038
          AT2020aaga         AGN  59316.802   -0.07 0.02  -0.069 0.015  -0.067 0.018
           SN2021itd       SN Ia  59321.976   -0.21 0.01  -0.066 0.015  -0.031 0.016
           SN2021itd       SN Ia  59323.636   -0.22 0.03  -0.051 0.016  -0.064 0.018
           SN2021itd       SN Ia  59328.896   -0.16 0.01   0.059 0.016   0.046 0.015
           SN2021itd       SN Ia  59334.799   -0.00 0.02   0.076 0.019   0.054 0.015
